androidx.cursoradapter.widget.CursorAdapter,19
androidx.core.app.ActivityCompat,266
androidx.loader.content.Loader,52
androidx.loader.app.LoaderManager,48
androidx.annotation.Nullable,435
androidx.core.content.res.ResourcesCompat,69
androidx.appcompat.app.AppCompatActivity,506
androidx.loader.content.CursorLoader,27
androidx.documentfile.provider.DocumentFile,60
androidx.annotation.NonNull,518
androidx.core.app.NotificationManagerCompat,100
androidx.core.content.FileProvider,168
androidx.annotation.LayoutRes,100
androidx.core.graphics.BlendModeCompat,4
androidx.core.graphics.BlendModeColorFilterCompat,4
androidx.exifinterface.media.ExifInterface,26
androidx.core.content.ContextCompat,371
androidx.appcompat.widget.Toolbar,311
androidx.core.app.NotificationCompat,262
androidx.appcompat.app.AlertDialog,302
androidx.appcompat.app.ActionBar,220
androidx.appcompat.app.AppCompatDelegate,169
androidx.annotation.ColorInt,114
androidx.annotation.AttrRes,46
androidx.recyclerview.widget.RecyclerView,304
androidx.recyclerview.widget.RecyclerView.ViewHolder,22
androidx.recyclerview.widget.SimpleItemAnimator,15
androidx.annotation.StringRes,152
androidx.core.view.ViewCompat,108
androidx.annotation.DrawableRes,130
androidx.core.graphics.drawable.DrawableCompat,98
androidx.annotation.WorkerThread,59
androidx.core.view.ViewPropertyAnimatorCompat,8
androidx.core.view.ViewPropertyAnimatorListener,9
androidx.preference.EditTextPreference,65
androidx.recyclerview.widget.ItemTouchHelper,97
androidx.navigation.NavDeepLinkBuilder,3
androidx.navigation.Navigation,23
androidx.fragment.app.Fragment,351
androidx.preference.PreferenceManager,182
androidx.preference.Preference,179
androidx.recyclerview.widget.LinearLayoutManager,276
androidx.preference.PreferenceFragmentCompat,218
androidx.recyclerview.widget.DefaultItemAnimator,32
androidx.preference.ListPreference,108
androidx.collection.LruCache,24
androidx.fragment.app.FragmentManager,242
androidx.fragment.app.FragmentTransaction,162
androidx.appcompat.widget.AppCompatImageButton,39
androidx.test.runner.AndroidJUnit4,69
androidx.test.InstrumentationRegistry,56
androidx.test.espresso.matcher.ViewMatchers.withText,43
androidx.fragment.app.DialogFragment,195
androidx.test.rule.ActivityTestRule,54
androidx.test.espresso.Espresso.onView,50
androidx.appcompat.view.ContextThemeWrapper,34
androidx.test.espresso.action.ViewActions.click,45
androidx.test.platform.app.InstrumentationRegistry,124
androidx.test.ext.junit.runners.AndroidJUnit4,138
androidx.swiperefreshlayout.widget.SwipeRefreshLayout,122
androidx.fragment.app.FragmentActivity,146
androidx.work.BackoffPolicy,9
androidx.lifecycle.LifecycleOwner,39
androidx.constraintlayout.widget.ConstraintLayout,69
androidx.work.Worker,32
androidx.work.PeriodicWorkRequest,26
androidx.work.WorkerParameters,35
androidx.preference.SeekBarPreference,17
androidx.viewpager.widget.PagerAdapter,93
androidx.recyclerview.widget.GridLayoutManager,98
androidx.appcompat.widget.SwitchCompat,76
androidx.multidex.MultiDex,25
androidx.localbroadcastmanager.content.LocalBroadcastManager,70
androidx.work.ExistingPeriodicWorkPolicy,24
androidx.appcompat.widget.PopupMenu,72
androidx.preference.MultiSelectListPreference,15
androidx.core.graphics.ColorUtils,38
androidx.lifecycle.ViewModelProvider,70
androidx.preference.SwitchPreference,27
androidx.annotation.RequiresApi,192
androidx.lifecycle.LiveData,79
androidx.work.ForegroundInfo,5
androidx.lifecycle.AndroidViewModel,51
androidx.lifecycle.ViewModelStoreOwner,3
androidx.preference.PreferenceScreen,51
androidx.work.Configuration,10
androidx.work.WorkManager,39
androidx.lifecycle.MutableLiveData,68
androidx.work.Constraints,27
androidx.appcompat.widget.TooltipCompat,17
androidx.core.text.HtmlCompat.FROM_HTML_MODE_LEGACY,4
androidx.recyclerview.widget.DividerItemDecoration,75
androidx.work.NetworkType,27
androidx.viewpager.widget.ViewPager,186
androidx.fragment.app.FragmentStatePagerAdapter,73
androidx.multidex.MultiDexApplication,54
androidx.appcompat.widget.SearchView,114
androidx.transition.TransitionManager,17
androidx.appcompat.app.ActionBarDrawerToggle,132
androidx.core.view.inputmethod.InputContentInfoCompat,14
androidx.drawerlayout.widget.DrawerLayout,167
androidx.browser.customtabs.CustomTabsIntent,41
androidx.annotation.DimenRes,38
androidx.core.app.ActivityOptionsCompat,24
androidx.appcompat.widget.AppCompatTextView,66
androidx.core.view.inputmethod.InputConnectionCompat,14
androidx.core.view.GravityCompat,130
androidx.core.view.inputmethod.EditorInfoCompat,15
androidx.coordinatorlayout.widget.CoordinatorLayout,98
androidx.constraintlayout.widget.ConstraintSet,16
androidx.annotation.CallSuper,49
androidx.cardview.widget.CardView,75
androidx.annotation.Px,15
androidx.appcompat.widget.AppCompatImageView,78
androidx.constraintlayout.widget.Group,13
androidx.transition.ChangeBounds,6
androidx.lifecycle.ViewModel,53
androidx.preference.PreferenceCategory,37
androidx.browser.customtabs.CustomTabsSession,7
androidx.browser.customtabs.CustomTabsServiceConnection,9
androidx.browser.customtabs.CustomTabsService,7
androidx.browser.customtabs.CustomTabsClient,9
androidx.lifecycle.Observer,47
androidx.arch.core.util.Function,13
androidx.lifecycle.Transformations,12
androidx.lifecycle.ViewModelProviders,28
androidx.fragment.app.FragmentPagerAdapter,98
androidx.preference.SwitchPreferenceCompat,48
androidx.preference.PreferenceViewHolder,45
androidx.core.view.accessibility.AccessibilityRecordCompat,2
androidx.core.view.accessibility.AccessibilityEventCompat,9
androidx.annotation.UiThread,32
androidx.core.view.MenuItemCompat,51
androidx.preference.PreferenceGroup,27
androidx.appcompat.widget.AppCompatRadioButton,10
androidx.core.os.ParcelableCompat,2
androidx.appcompat.widget.SearchView.OnQueryTextListener,7
androidx.core.os.ParcelableCompatCreatorCallbacks,2
androidx.core.view.MotionEventCompat,20
androidx.preference.PreferenceDialogFragmentCompat,32
androidx.core.view.ViewConfigurationCompat,6
androidx.core.content.pm.ShortcutManagerCompat,12
androidx.core.view.VelocityTrackerCompat,2
androidx.core.view.AccessibilityDelegateCompat,11
androidx.core.content.pm.ShortcutInfoCompat,13
androidx.preference.DialogPreference,38
androidx.core.graphics.drawable.IconCompat,27
androidx.core.view.accessibility.AccessibilityNodeInfoCompat,13
androidx.test.core.app.ApplicationProvider,38
androidx.test.filters.LargeTest,41
androidx.core.widget.EdgeEffectCompat,6
androidx.navigation.NavController,23
androidx.navigation.ui.NavigationUI,19
androidx.core.content.IntentCompat,1
androidx.fragment.app.ListFragment,47
androidx.appcompat.app.AlertDialog.Builder,19
androidx.loader.content.AsyncTaskLoader,29
androidx.core.app.NotificationCompat.BigTextStyle,5
androidx.core.app.NavUtils,60
androidx.test.espresso.matcher.ViewMatchers.isDisplayed,38
androidx.annotation.Keep,35
androidx.test.espresso.FailureHandler,4
androidx.test.espresso.ViewInteraction,27
androidx.test.espresso.matcher.ViewMatchers.isEnabled,12
androidx.webkit.WebViewFeature,10
androidx.test.internal.runner.junit4.AndroidJUnit4ClassRunner,8
androidx.test.espresso.matcher.ViewMatchers.withContentDescription,21
androidx.appcompat.view.ActionMode,48
androidx.webkit.WebSettingsCompat,10
androidx.test.rule.GrantPermissionRule,20
androidx.test.espresso.matcher.ViewMatchers.withId,49
androidx.test.espresso.assertion.ViewAssertions.matches,40
androidx.annotation.FontRes,4
androidx.core.os.EnvironmentCompat,4
androidx.annotation.IdRes,74
androidx.core.app.JobIntentService,24
androidx.databinding.DataBindingUtil,27
androidx.core.app.TaskStackBuilder,46
androidx.collection.LongSparseArray,25
androidx.loader.app.LoaderManager.LoaderCallbacks,9
androidx.preference.EditTextPreferenceDialogFragmentCompat,4
androidx.test.espresso.Espresso.onIdle,1
androidx.test.espresso.matcher.ViewMatchers.hasFocus,3
androidx.test.espresso.action.Tap,5
androidx.test.espresso.action.ViewActions.scrollTo,16
androidx.test.espresso.Espresso.closeSoftKeyboard,3
androidx.test.espresso.intent.matcher.IntentMatchers.hasAction,5
androidx.test.espresso.matcher.ViewMatchers.hasChildCount,1
androidx.test.espresso.UiController,29
androidx.test.espresso.action.ViewActions.swipeRight,3
androidx.test.espresso.matcher.ViewMatchers.hasDescendant,14
androidx.test.espresso.action.ViewActions.swipeLeft,8
androidx.test.espresso.matcher.ViewMatchers.withChild,3
androidx.test.espresso.matcher.RootMatchers.isFocusable,1
androidx.test.espresso.matcher.RootMatchers.isPlatformPopup,3
androidx.test.espresso.matcher.ViewMatchers.withParent,8
androidx.test.espresso.NoMatchingViewException,17
androidx.test.espresso.action.ViewActions.clearText,6
androidx.test.espresso.matcher.BoundedMatcher,15
androidx.appcompat.widget.ActionBarContextView,1
androidx.test.runner.screenshot.BasicScreenCaptureProcessor,2
androidx.test.espresso.assertion.ViewAssertions.doesNotExist,13
androidx.test.espresso.matcher.ViewMatchers.withClassName,13
androidx.test.platform.app.InstrumentationRegistry.getInstrumentation,15
androidx.test.espresso.PerformException,14
androidx.test.espresso.matcher.ViewMatchers.isSelected,2
androidx.room.Room,69
androidx.test.espresso.IdlingResource,12
androidx.test.espresso.Espresso.pressBack,11
androidx.test.runner.screenshot.ScreenCaptureProcessor,2
androidx.test.espresso.contrib.RecyclerViewActions.scrollTo,1
androidx.room.testing.MigrationTestHelper,8
androidx.test.espresso.intent.Intents.intended,12
androidx.sqlite.db.SupportSQLiteDatabase,39
androidx.test.espresso.action.GeneralClickAction,3
androidx.sqlite.db.framework.FrameworkSQLiteOpenHelperFactory,11
androidx.test.runner.lifecycle.Stage,8
androidx.test.espresso.matcher.ViewMatchers.hasSibling,2
androidx.test.espresso.action.Press,7
androidx.test.espresso.matcher.ViewMatchers.isCompletelyDisplayed,3
androidx.test.espresso.matcher.ViewMatchers.isAssignableFrom,8
androidx.test.espresso.intent.matcher.IntentMatchers.hasExtra,2
androidx.test.espresso.action.ViewActions.typeText,17
androidx.test.espresso.intent.rule.IntentsTestRule,13
androidx.test.espresso.NoMatchingRootException,3
androidx.test.espresso.action.ViewActions.closeSoftKeyboard,15
androidx.test.runner.screenshot.ScreenCapture,2
androidx.test.espresso.action.ViewActions.pressKey,3
androidx.test.espresso.ViewAction,29
androidx.test.espresso.action.GeneralLocation,6
androidx.test.espresso.matcher.ViewMatchers.isChecked,7
androidx.test.uiautomator.UiDevice,15
androidx.test.espresso.IdlingRegistry,8
androidx.test.runner.lifecycle.ActivityLifecycleMonitorRegistry,12
androidx.test.espresso.action.ViewActions.pressImeActionButton,2
androidx.test.espresso.matcher.ViewMatchers.isDescendantOfA,9
androidx.test.espresso.action.ViewActions.swipeDown,5
androidx.test.espresso.matcher.ViewMatchers.isNotChecked,3
androidx.test.espresso.matcher.ViewMatchers.withResourceName,1
androidx.appcompat.widget.AppCompatEditText,60
androidx.test.uiautomator.UiSelector,10
androidx.annotation.Dimension,6
androidx.arch.core.executor.testing.InstantTaskExecutorRule,9
androidx.test.espresso.action.ViewActions.replaceText,15
androidx.test.espresso.util.TreeIterables,8
androidx.test.espresso.action.ViewActions.longClick,16
androidx.test.filters.SdkSuppress,8
androidx.appcompat.widget.AppCompatDrawableManager,6
androidx.test.espresso.matcher.ViewMatchers.isClickable,2
androidx.test.espresso.util.HumanReadables,12
androidx.test.uiautomator.UiObject,10
androidx.core.util.Pair,58
androidx.test.rule.ServiceTestRule,5
androidx.test.espresso.matcher.ViewMatchers.isRoot,19
androidx.annotation.CheckResult,19
androidx.test.espresso.matcher.RootMatchers.isDialog,4
androidx.test.filters.FlakyTest,4
androidx.test.espresso.action.ViewActions,12
androidx.core.content.PermissionChecker,5
androidx.core.view.WindowInsetsCompat,11
androidx.appcompat.widget.ListPopupWindow,10
androidx.core.widget.NestedScrollView,40
androidx.vectordrawable.graphics.drawable.AnimatedVectorDrawableCompat,10
androidx.annotation.ColorRes,57
androidx.room.Insert,65
androidx.navigation.NavDirections,4
androidx.room.Query,65
androidx.appcompat.content.res.AppCompatResources,49
androidx.room.Database,55
androidx.core.text.HtmlCompat,27
androidx.room.Dao,65
androidx.databinding.BindingAdapter,12
androidx.navigation.fragment.NavHostFragment,11
androidx.room.RoomDatabase,66
androidx.room.OnConflictStrategy,37
androidx.annotation.IntRange,26
androidx.annotation.PluralsRes,14
androidx.work.WorkRequest,6
androidx.appcompat.widget.AppCompatCheckBox,33
androidx.work.WorkInfo,12
androidx.appcompat.widget.AppCompatButton,40
androidx.slidingpanelayout.widget.SlidingPaneLayout,3
androidx.fragment.app.FragmentContainerView,1
androidx.room.Transaction,13
androidx.annotation.IntDef,59
androidx.recyclerview.widget.StaggeredGridLayoutManager,24
androidx.room.Entity,63
androidx.room.Relation,4
androidx.annotation.StyleRes,48
androidx.annotation.MainThread,28
androidx.lifecycle.DefaultLifecycleObserver,6
androidx.room.Embedded,6
androidx.room.ColumnInfo,43
androidx.annotation.ArrayRes,18
androidx.room.ForeignKey,22
androidx.appcompat.widget.LinearLayoutCompat,17
androidx.core.util.Consumer,18
androidx.lifecycle.Lifecycle,29
androidx.room.Index,24
androidx.annotation.GuardedBy,7
androidx.appcompat.view.menu.MenuBuilder,20
androidx.print.PrintHelper,2
androidx.palette.graphics.Palette,23
androidx.recyclerview.widget.RecyclerView.OnScrollListener,7
androidx.test.core.app.ActivityScenario,10
androidx.preference.Preference.BaseSavedState,2
androidx.annotation.VisibleForTesting,55
androidx.legacy.app.ActionBarDrawerToggle,3
androidx.room.TypeConverters,26
androidx.room.Delete,43
androidx.room.migration.Migration,30
androidx.room.Update,37
androidx.test.filters.SmallTest,18
androidx.annotation.RestrictTo,19
androidx.room.PrimaryKey,58
androidx.test.core.app.ActivityScenario.launch,1
androidx.room.TypeConverter,22
androidx.test.InstrumentationRegistry.getTargetContext,5
androidx.core.view.GestureDetectorCompat,21
androidx.constraintlayout.motion.widget.MotionLayout,3
androidx.interpolator.view.animation.FastOutSlowInInterpolator,19
androidx.biometric.BiometricManager,5
androidx.appcompat.app.AppCompatDialog,14
androidx.biometric.BiometricPrompt,10
androidx.core.os.CancellationSignal,8
androidx.test.runner.AndroidJUnitRunner,7
androidx.lifecycle.LifecycleRegistry,3
androidx.databinding.BindingConversion,2
androidx.core.view.ViewGroupCompat,2
androidx.customview.widget.ViewDragHelper,17
androidx.room.Ignore,31
androidx.lifecycle.LifecycleService,5
androidx.room.ForeignKey.SET_DEFAULT,1
androidx.appcompat.app.AppCompatDelegate.MODE_NIGHT_YES,5
androidx.room.ForeignKey.CASCADE,10
androidx.preference.PreferenceManager.getDefaultSharedPreferences,6
androidx.recyclerview.widget.DiffUtil,55
androidx.room.OnConflictStrategy.REPLACE,3
androidx.room.OnConflictStrategy.IGNORE,2
androidx.core.content.res.TypedArrayUtils,5
androidx.preference.CheckBoxPreference,50
androidx.core.app.Person,14
androidx.core.graphics.drawable.DrawableKt,1
androidx.core.widget.ImageViewCompat,8
androidx.core.graphics.drawable.RoundedBitmapDrawableFactory,10
androidx.core.graphics.drawable.RoundedBitmapDrawable,10
androidx.recyclerview.widget.PagerSnapHelper,2
androidx.recyclerview.widget.SnapHelper,1
androidx.navigation.NavDestination,4
androidx.sqlite.db.SupportSQLiteQuery,7
androidx.room.RawQuery,3
androidx.core.app.NotificationCompat.Builder,15
androidx.core.app.RemoteInput,19
androidx.core.view.WindowCompat,3
androidx.core.widget.TextViewCompat,26
androidx.core.os.ConfigurationCompat,8
androidx.core.os.BuildCompat,3
androidx.core.util.Pools,4
androidx.recyclerview.widget.LinearSmoothScroller,16
androidx.lifecycle.OnLifecycleEvent,8
androidx.lifecycle.LifecycleObserver,9
androidx.test.ext.junit.rules.ActivityScenarioRule,10
androidx.test.espresso.Espresso.onData,16
androidx.test.espresso.ViewAssertion,12
androidx.viewpager2.adapter.FragmentStateAdapter,31
androidx.annotation.*,3
androidx.preference.PreferenceDataStore,8
androidx.recyclerview.widget.*,2
androidx.viewpager2.widget.ViewPager2,31
androidx.annotation.MenuRes,22
androidx.recyclerview.widget.ListUpdateCallback,9
androidx.fragment.app.*,2
androidx.vectordrawable.graphics.drawable.VectorDrawableCompat,22
androidx.interpolator.view.animation.LinearOutSlowInInterpolator,5
androidx.leanback.preference.LeanbackPreferenceFragmentCompat,1
androidx.preference.EditTextPreference.OnBindEditTextListener,1
androidx.preference.Preference.OnPreferenceClickListener,10
androidx.appcompat.view.menu.MenuItemImpl,4
androidx.appcompat.view.ActionMode.Callback,3
androidx.leanback.preference.LeanbackSettingsFragmentCompat,1
androidx.preference.*,2
androidx.interpolator.view.animation.FastOutLinearInInterpolator,5
androidx.collection.ArrayMap,18
androidx.appcompat.graphics.drawable.DrawerArrowDrawable,4
androidx.annotation.AnyThread,16
androidx.transition.Transition,9
androidx.preference.Preference.OnPreferenceChangeListener,10
androidx.appcompat.view.menu.SubMenuBuilder,5
androidx.appcompat.widget.ActionMenuView,18
androidx.appcompat.view.menu.*,1
androidx.appcompat.app.AppCompatDelegate.MODE_NIGHT_FOLLOW_SYSTEM,4
androidx.appcompat.app.AppCompatDelegate.MODE_NIGHT_NO,4
androidx.appcompat.widget.AppCompatSpinner,20
androidx.recyclerview.widget.ItemTouchHelper.SimpleCallback,5
androidx.core.widget.ContentLoadingProgressBar,4
androidx.appcompat.widget.ListPopupWindow.MATCH_PARENT,1
androidx.collection.SparseArrayCompat,11
androidx.core.view.GravityCompat.END,1
androidx.core.view.GravityCompat.START,2
androidx.appcompat.widget.ListPopupWindow.WRAP_CONTENT,1
androidx.core.app.ShareCompat,16
androidx.preference.PreferenceGroupAdapter,8
androidx.appcompat.widget.AppCompatAutoCompleteTextView,10
androidx.media.app.NotificationCompat.MediaStyle,10
androidx.preference.TwoStatePreference,14
androidx.annotation.FloatRange,21
androidx.viewpager.widget.ViewPager.OnPageChangeListener,16
androidx.activity.result.contract.ActivityResultContracts.StartActivityForResult,5
androidx.activity.result.ActivityResult,8
androidx.preference.DropDownPreference,1
androidx.activity.result.ActivityResultLauncher,23
androidx.activity.result.contract.ActivityResultContracts.RequestPermission,3
androidx.annotation.RequiresPermission,13
androidx.databinding.InverseMethod,1
androidx.databinding.ObservableLong,1
androidx.databinding.InverseBindingListener,3
androidx.databinding.InverseBindingAdapter,3
androidx.work.OneTimeWorkRequest,22
androidx.databinding.ObservableFloat,1
androidx.work.ExistingWorkPolicy,15
androidx.databinding.ObservableBoolean,5
androidx.databinding.ObservableField,7
androidx.test.espresso.matcher.RootMatchers,2
androidx.test.espresso.contrib.PickerActions,1
androidx.test.espresso.matcher.ViewMatchers,14
androidx.viewbinding.ViewBinding,7
androidx.fragment.app.FragmentFactory,3
androidx.test.espresso.contrib.ViewPagerActions,1
androidx.annotation.XmlRes,11
androidx.fragment.app.testing.FragmentScenario,2
androidx.test.espresso.Espresso,18
androidx.annotation.RawRes,13
androidx.test.espresso.assertion.ViewAssertions,5
androidx.work.impl.WorkManagerImpl,1
androidx.work.WorkContinuation,1
androidx.work.Data,14
androidx.sqlite.db.SupportSQLiteStatement,4
androidx.sqlite.db.SupportSQLiteOpenHelper,6
androidx.sqlite.db.SupportSQLiteProgram,2
androidx.sqlite.db.SimpleSQLiteQuery,3
androidx.test.espresso.AmbiguousViewMatcherException,1
androidx.test.espresso.contrib.RecyclerViewActions,11
androidx.test.espresso.DataInteraction,7
androidx.lifecycle.MediatorLiveData,13
androidx.activity.result.ActivityResultCallback,6
androidx.appcompat.view.SupportMenuInflater,5
androidx.activity.result.contract.ActivityResultContract,7
androidx.core.view.NestedScrollingChildHelper,15
androidx.appcompat.widget.AppCompatMultiAutoCompleteTextView,3
androidx.activity.result.contract.ActivityResultContracts,19
androidx.core.view.NestedScrollingChild2,5
androidx.core.util.ObjectsCompat,8
androidx.appcompat.view.menu.MenuPopupHelper,9
androidx.appcompat.graphics.drawable.DrawableWrapper,2
androidx.browser.customtabs.CustomTabColorSchemeParams,9
androidx.collection.ArraySet,16
androidx.test.espresso.intent.matcher.ComponentNameMatchers.hasClassName,2
androidx.test.espresso.matcher.RootMatchers.withDecorView,1
androidx.test.espresso.Espresso.openActionBarOverflowOrOptionsMenu,12
androidx.test.core.app.ApplicationProvider.getApplicationContext,5
androidx.test.espresso.intent.matcher.IntentMatchers.hasComponent,10
androidx.test.espresso.intent.matcher.IntentMatchers.hasData,2
androidx.activity.OnBackPressedCallback,9
androidx.test.annotation.UiThreadTest,6
androidx.test.InstrumentationRegistry.getInstrumentation,11
androidx.test.espresso.matcher.ViewMatchers.*,1
androidx.viewpager.widget.ViewPager.SCROLL_STATE_IDLE,1
androidx.lifecycle.LifecycleEventObserver,1
androidx.annotation.StyleableRes,5
androidx.appcompat.app.ActionBar.Tab,1
androidx.core.content.pm.PackageInfoCompat,4
androidx.recyclerview.widget.RecyclerView.Adapter,10
androidx.activity.result.contract.ActivityResultContracts.OpenDocument,2
androidx.media.session.MediaButtonReceiver,9
androidx.navigation.ui.AppBarConfiguration,13
androidx.test.runner.lifecycle.Stage.RESUMED,7
androidx.browser.customtabs.CustomTabsIntent.COLOR_SCHEME_DARK,1
androidx.drawerlayout.widget.ClosableDrawerLayout,1
androidx.lifecycle.Lifecycle.State.STARTED,3
androidx.annotation.VisibleForTesting.*,1
androidx.webkit.WebViewCompat,1
androidx.browser.customtabs.CustomTabsIntent.COLOR_SCHEME_SYSTEM,1
androidx.core.content.ContextCompat.getSystemService,3
androidx.webkit.WebViewAssetLoader,1
androidx.annotation.StringDef,14
androidx.core.content.ContentResolverCompat,1
androidx.core.view.ActionProvider,3
androidx.browser.customtabs.CustomTabsIntent.COLOR_SCHEME_LIGHT,1
androidx.test.espresso.contrib.NavigationViewActions,4
androidx.core.text.TextDirectionHeuristicsCompat,2
androidx.lifecycle.ServiceLifecycleDispatcher,1
androidx.customview.view.AbsSavedState,14
androidx.core.view.NestedScrollingChild,10
androidx.core.widget.CompoundButtonCompat,12
androidx.recyclerview.widget.LinearSnapHelper,3
androidx.appcompat.app.AppCompatDelegate.setDefaultNightMode,4
androidx.appcompat.widget.AppCompatSeekBar,10
androidx.core.content.PermissionChecker.checkSelfPermission,3
androidx.security.crypto.EncryptedSharedPreferences.PrefKeyEncryptionScheme.AES256_SIV,1
androidx.core.content.FileProvider.getUriForFile,3
androidx.security.crypto.MasterKey,3
androidx.security.crypto.MasterKey.DEFAULT_MASTER_KEY_ALIAS,1
androidx.core.content.PermissionChecker.PERMISSION_GRANTED,3
androidx.security.crypto.EncryptedSharedPreferences.PrefValueEncryptionScheme.AES256_GCM,1
androidx.exifinterface.media.ExifInterface.ORIENTATION_ROTATE_90,2
androidx.exifinterface.media.ExifInterface.ORIENTATION_ROTATE_180,1
androidx.core.content.ContextCompat.getColor,3
androidx.appcompat.widget.TooltipCompat.setTooltipText,1
androidx.security.crypto.EncryptedSharedPreferences,4
androidx.core.text.HtmlCompat.FROM_HTML_MODE_COMPACT,1
androidx.core.text.HtmlCompat.fromHtml,1
androidx.exifinterface.media.ExifInterface.ORIENTATION_ROTATE_270,2
androidx.test.espresso.matcher.ViewMatchers.assertThat,5
androidx.test.espresso.intent.matcher.IntentMatchers.toPackage,2
androidx.test.espresso.intent.Intents.intending,5
androidx.core.util.Preconditions.checkNotNull,6
androidx.work.ListenableWorker,4
androidx.core.view.NestedScrollingParent3,5
androidx.recyclerview.widget.ListAdapter,28
androidx.core.view.NestedScrollingParent2,2
androidx.work.impl.utils.futures.SettableFuture,1
androidx.annotation.Size,6
androidx.annotation.AnyRes,5
androidx.appcompat.view.menu.ActionMenuItemView,9
androidx.activity.ComponentActivity,3
androidx.core.graphics.PaintCompat,2
androidx.annotation.BoolRes,9
androidx.annotation.IntegerRes,9
androidx.test.core.view.MotionEventBuilder,1
androidx.navigation.NavOptions,3
androidx.preference.PreferenceFragmentCompat.OnPreferenceStartFragmentCallback,5
androidx.core.view.MenuCompat,9
androidx.webkit.WebViewClientCompat,3
androidx.activity.result.contract.ActivityResultContracts.CreateDocument,2
androidx.recyclerview.widget.DiffUtil.ItemCallback,3
androidx.coordinatorlayout.widget.CoordinatorLayout.LayoutParams,3
androidx.appcompat.app.AppCompatDialogFragment,17
androidx.security.crypto.MasterKey.KeyScheme,1
androidx.preference.MultiSelectListPreferenceDialogFragmentCompat,2
androidx.security.crypto.EncryptedSharedPreferences.PrefValueEncryptionScheme,1
androidx.security.crypto.EncryptedSharedPreferences.PrefKeyEncryptionScheme,1
androidx.core.view.ScaleGestureDetectorCompat,1
androidx.databinding.Bindable,6
androidx.databinding.BaseObservable,7
androidx.cursoradapter.widget.SimpleCursorAdapter,12
androidx.core.content.ContextCompat.startActivity,1
androidx.core.app.Fragment,1
androidx.appcompat.widget.RecyclerView,1
androidx.test.espresso.action.ViewActions.typeTextIntoFocusedView,3
androidx.recyclerview.widget.RecyclerView.ItemDecoration,5
androidx.test.espresso.web.webdriver.DriverAtoms.webClick,2
androidx.test.espresso.contrib.DrawerActions,7
androidx.test.espresso.web.webdriver.DriverAtoms,2
androidx.test.espresso.matcher.PreferenceMatchers,2
androidx.core.net.ConnectivityManagerCompat,13
androidx.test.espresso.web.webdriver.DriverAtoms.findElement,2
androidx.test.espresso.web.webdriver.Locator,2
androidx.test.uiautomator.UiObjectNotFoundException,7
androidx.core.util.Supplier,3
androidx.test.espresso.web.sugar.Web.onWebView,2
androidx.emoji.text.EmojiCompat,8
androidx.emoji.widget.EmojiTextView,1
androidx.core.util.PatternsCompat,4
androidx.emoji.widget.EmojiEditTextHelper,1
androidx.test.filters.MediumTest,7
